Character,Definition,pinyin,decomposition,radical,,,,,,,,,,,,,,,,,,,,,,,,,,,
尼,Buddhist nun; used in transliterations,"""ní""",⿸尸匕,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
尽,to exhaust;to use up;to deplete,"""jǐn""",⿵尺⺀,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
尾,tail; extremity;end; back;rear,"""wěi""",⿸尸毛,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
尿,urine; to urinate,"""niào""",⿸尸水,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
局,bureau;office; circumstance;game;situation,"""jú""",⿵尺口,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屁,to break wind;to fart; the buttocks,"""pì""",⿸尸比,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
层,layer;floor;story;stratum,"""céng""",⿸尸云,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屃,legendary hero; Herculean strength,"""xì""",⿸尸贝,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屄,vagina; to press up to; to force,"""bī""",⿸尸穴,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
居,to live;to reside; to dwell; to sit,"""jū""",⿸户古,户,,,,,,,,,,,,,,,,,,,,,,,,,,,
屆,deadline; period; measure word for elections;meetings;and other events,"""jiè""",⿸尸⿶凵士,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屈,to bend;to flex; bent;crooked;crouched,"""qū""",⿸尸出,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屉,drawer;tier; pad;screen;tray,"""tì""",⿸尸世,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
届,deadline; period; measure word for elections;meetings;and other events,"""jiè""",⿸尸由,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋,building;house;shelter; room,"""wū""",⿸尸至,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屌,penis; to fuck,"""diǎo""",⿸尸吊,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屍,body;corpse,"""shī""",⿸尸死,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屎,stool;feces;dung,"""shǐ""",⿸尸米,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏,screen;shield; to put aside;to reject; to hold,"""píng""",⿸户并,户,,,,,,,,,,,,,,,,,,,,,,,,,,,
屐,wooden clogs,"""jī""",⿸尸⿰彳支,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屑,bits;crumbs;scraps; fragments; not worthwhile,"""xiè""",⿸尸肖,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
展,to open;to unfold; to extend;to stretch,"""zhǎn""",⿸尸⿻？衣,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屙,to defecate,"""ē""",⿸尸阿,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屚,,"""lòu""",⿸尸雨,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屜,drawer;tier; pad;screen;tray,"""tì""",⿸尸⿰彳世,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
属,class;category;type; family; affiliated;belonging to,"""shǔ""",⿸尸禹,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屠,to butcher;to slaughter; massacre,"""tú""",⿸尸者,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屡,frequently;often;again and again,"""lǚ""",⿸尸娄,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屢,frequently;often;again and again,"""lǚ""",⿸尸婁,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屣,sandals;slippers,"""xǐ""",⿸尸徙,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
層,layer;floor;story;stratum,"""céng""",⿸尸曾,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
履,shoes; to walk;to tread,"""lǚ""",⿸尸復,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屦,straw sandals; to tread on,"""jù""",⿸尸⿰彳娄,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屨,straw sandals; to tread on,"""jù""",⿸尸⿰彳婁,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屬,class;category;type; family; affiliated;belonging to,"""shǔ""",⿸尸⿱氺蜀,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屭,legendary hero; Herculean strength,"""xì""",⿸尸贔,尸,,,,,,,,,,,,,,,,,,,,,,,,,,,
屮,sprout,"""chè""",⿻凵丨,屮,,,,,,,,,,,,,,,,,,,,,,,,,,,
屯,village;hamlet; camp; station,"""tún""",⿻一屮,屮,,,,,,,,,,,,,,,,,,,,,,,,,,,
屰,disobedient,"""nì""",⿱？屮,屮,,,,,,,,,,,,,,,,,,,,,,,,,,,
山,mountain;hill;peak,"""shān""",⿶凵丨,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
屹,to rise;to stand tall,"""yì""",⿰山乞,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
屺,a grassy knoll; a barren knoll,"""qǐ""",⿰山己,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
屾,mountain range,"""shēn""",⿰山山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
屿,island,"""yǔ""",⿰山与,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岁,year; years old;age; harvest,"""suì""",⿱山夕,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岂,what; how,"""qǐ""",⿱山己,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岈,the name of a mountain,"""yá""",⿰山牙,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岌,perilous;hazardous; steep;high,"""jí""",⿱山及,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岍,the name of a mountain,"""qiān""",⿰山开,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岐,to diverge;to branch; the name of a mountain,"""qí""",⿰山支,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岑,steep;precipitous; peak,"""cén""",⿱山今,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岔,to diverge;to branch; junction;fork in the road,"""chà""",⿱分山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岖,steep;sheer; rugged;rough,"""qū""",⿰山区,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岗,post; position,"""gǎng""",⿱山冈,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岘,steep hill; a mountain in Hubei,"""xiàn""",⿰山见,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岙,island,"""ào""",⿱夭山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岚,mountain mist;mountain haze,"""lán""",⿱山风,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岛,island,"""dǎo""",⿹鸟山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岜,rocky mountain,"""bā""",⿱山巴,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡,ridge or crest of hill,"""gāng""",⿵冂⿱？山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岢,the name of a mountain,"""kě""",⿱山可,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岣,a hill in Hunan,"""gǒu""",⿰山句,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岩,cliff; rocks; mountain,"""yán""",⿱山石,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岫,mountain peak; cave;cavern,"""xiù""",⿰山由,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岬,cape; promontory;headland,"""jiǎ""",⿰山甲,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岭,mountain ridge;mountain peak,"""lǐng""",⿰山令,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岱,the Daishan mountain in Shandong,"""dài""",⿱代山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岳,mountain peak; surname,"""yuè""",⿱丘山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岵,a wooded hill,"""hù""",⿰山古,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岷,the Min mountains; the Min river,"""mín""",⿰山民,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岸,beach;coast;shore,"""àn""",⿱山⿸厂干,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岽,a mountain in Guangxi province,"""dōng""",⿱山东,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
岿,grand;stately; secure;lasting,"""kuī""",⿱山归,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峁,yellow dirt mount,"""mǎo""",⿱山卯,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峄,a range of peaks in Shandong and Jiangsu,"""yì""",⿰山？,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峇,cave;cavern,"""bā""",⿱山合,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峋,foothill;mountain range,"""xún""",⿰山旬,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峒,a mountain in Gansu province,"""dòng""",⿰山同,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峙,to pile;to stack; to stand tall,"""zhì""",⿰山寺,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峡,gorge;ravine;strait; isthmus,"""xiá""",⿰山夹,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峤,tall pointed mountain,"""jiào""",⿰山乔,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峥,high;lofty;noble; perilous;steep,"""zhēng""",⿰山争,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峦,mountain range; tall pointed mountain,"""luán""",⿱亦山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峨,lofty; the name of a mountain,"""é""",⿰山我,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峪,valley;ravine,"""yù""",⿰山谷,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峭,steep;precipitous;rugged,"""qiào""",⿰山肖,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峰,peak;summit; a camel's hump,"""fēng""",⿰山夆,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峴,steep hill; a mountain in Hubei,"""xiàn""",⿰山見,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
島,island,"""dǎo""",⿹烏山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峻,high;steep;towering; stern,"""jùn""",⿰山夋,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
峽,gorge;ravine;strait; isthmus,"""xiá""",⿰山夾,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崂,Laoshan;a mountain in Shandong,"""láo""",⿰山劳,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崃,a mountain in Sichuan province,"""lái""",⿰山来,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崆,the Kongtong mountain,"""kōng""",⿰山空,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崇,high;dignified; to esteem;to honor,"""chóng""",⿱山宗,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崎,rough;uneven; jagged;rugged,"""qí""",⿰山奇,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崑,the Kunlun mountains in Jiang Su province,"""kūn""",⿱山昆,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崒,rocky peaks; lofty; dangerous,"""zú""",⿱山卒,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崔,high;lofty;towering; surname,"""cuī""",⿱山隹,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崖,cliff;precipice; precipitous,"""yá""",⿱山厓,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崗,post; position,"""gǎng""",⿱山岡,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崙,the Kunlun mountains in Jiangsu,"""lún""",⿱山侖,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崛,towering; eminent; a sudden rise,"""jué""",⿰山屈,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崞,a mountain in Shanxi,"""guō""",⿰山享,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崢,high;lofty;noble; perilous;steep,"""zhēng""",⿰山爭,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崤,a mountain in Henan,"""xiáo""",⿰山肴,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崦,a mountain in Kansu where the sun is supposed to set at night,"""yān""",⿰山奄,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崧,tall mountain; lofty;eminent,"""sōng""",⿱山松,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崩,to rupture;to split apart; to collapse; death;demise,"""bēng""",⿱山朋,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崭,new;bold; steep;high,"""zhǎn""",⿱山斩,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崮,mesa;plateau,"""gù""",⿱山固,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崴,high;lofty;precipitous; to sprain,"""wǎi""",⿱山威,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崽,child;servant; a diminutive,"""zǎi""",⿱山思,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
崾,a place name in Shanxi province,"""yǎo""",⿰山要,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵇,a mountain in Henan; surname,"""jī""",⿰禾⿱尤山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵊,a district in Zhejiang,"""shèng""",⿰山乘,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵋,the Omei mountain in Sichuan,"""méi""",⿰山眉,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵌,valley;ravine; to fall into; to inlay;to set in,"""qiàn""",⿱山⿰甘欠,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵐,mountain mist;mountain haze,"""lán""",⿱山風,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵒,cliff;rocks;mountain,"""yán""",⿱品山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵘,high;lofty;steep;towering,"""róng""",⿰山荣,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵛,a county in the Shandong province,"""yú""",⿱山俞,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵝,the Goulou mountain in Hunan,"""lǒu""",⿰山娄,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵞,a mountain in Zhejiang,"""tú""",⿱余屾,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵩,high;lofty; one of the five peaks in Hunan,"""sōng""",⿱山高,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵫,a hill in Shantung,"""zī""",⿰山兹,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵬,rugged;rocky;precipitous,"""wéi""",⿱山鬼,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵯,high;towering; rugged;irregular,"""cuó""",⿰山差,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嵴,ridge;crest;apex,"""jǐ""",⿰山脊,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶂,cliff; the barrier formed by a mountain range,"""zhàng""",⿰山章,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶄,new;bold; steep;high,"""zhǎn""",⿱山斬,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶇,steep;sheer; rugged;rough,"""qū""",⿰山區,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶗,Laoshan;a mountain in Shandong,"""láo""",⿰山勞,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶙,precipitous;steep;tall,"""lín""",⿰山粦,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶝,mountain path,"""dèng""",⿰山登,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶡,mountainous;precipitous; a sacrificial offering,"""guì""",⿱山厥,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶧,a range of peaks in Shandong and Jiangsu,"""yì""",⿰山睪,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶪,high;steep; perilous,"""yè""",⿱山業,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶷,a mountain range in Hunan province,"""yí""",⿱山疑,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶸,high;lofty;steep;towering,"""róng""",⿰山榮,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶺,mountain ridge;mountain peak,"""lǐng""",⿱山領,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶼,island,"""yǔ""",⿰山與,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
嶽,mountain peak;summit,"""yuè""",⿱山獄,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
巂,a place name,"""guī""",⿱崔冏,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
巅,mountain peak;mountain top,"""diān""",⿱山颠,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
巆,deep; lofty,"""róng""",⿰山營,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
巍,high;lofty; eminent;majestic,"""wēi""",⿱山魏,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
巒,mountain range; tall pointed mountain,"""luán""",⿱䜌山,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
巔,mountain peak;mountain top,"""diān""",⿱山顛,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
巖,cliff;precipice; cave;grotto,"""yán""",⿱山嚴,山,,,,,,,,,,,,,,,,,,,,,,,,,,,
巛,stream;river,"""chuān""",⿲？？？,巛,,,,,,,,,,,,,,,,,,,,,,,,,,,
川,stream;river,"""chuān""",⿲丿丨丨,川,,,,,,,,,,,,,,,,,,,,,,,,,,,
州,state;province;prefecture,"""zhōu""",⿻川？,川,,,,,,,,,,,,,,,,,,,,,,,,,,,
巠,underground river; flowing water,"""jīng""",⿱⿱一巛工,巛,,,,,,,,,,,,,,,,,,,,,,,,,,,
巡,to cruise;to inspect;to patrol,"""xún""",⿺辶巛,巛,,,,,,,,,,,,,,,,,,,,,,,,,,,
巢,nest;living quarters in tree,"""cháo""",⿱巛果,巛,,,,,,,,,,,,,,,,,,,,,,,,,,,
巤,a mouse's whiskers; a horse's mane; a fish's dorsal fin,"""liè""",⿱巛鼠,巛,,,,,,,,,,,,,,,,,,,,,,,,,,,
工,labor;work; laborer;worker,"""gōng""",⿱一丄,工,,,,,,,,,,,,,,,,,,,,,,,,,,,
左,left; unorthodox;improper,"""zuǒ""",⿸？工,工,,,,,,,,,,,,,,,,,,,,,,,,,,,
巧,skillful;ingenious;clever,"""qiǎo""",⿰工丂,工,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨,large;huge;gigantic; chief,"""jù""",⿷匚？,匚,,,,,,,,,,,,,,,,,,,,,,,,,,,
巩,to bind;to guard;to strengthen; firm;secure;strong,"""gǒng""",⿰工凡,工,,,,,,,,,,,,,,,,,,,,,,,,,,,
巫,wizard;sorcerer;witch;shaman,"""wū""",⿻工从,工,,,,,,,,,,,,,,,,,,,,,,,,,,,
差,difference;gap; almost;nearly; in error; an officer,"""chà""",⿸羊工,工,,,,,,,,,,,,,,,,,,,,,,,,,,,
巯,an atom group,"""qiú""",⿰⿱？工㐬,null,,,,,,,,,,,,,,,,,,,,,,,,,,,
己,self;oneself; personal;private; 6th heavenly stem,"""jǐ""",⿱？乚,己,,,,,,,,,,,,,,,,,,,,,,,,,,,
已,already; finished; to stop; then;afterwards,"""yǐ""",？,己,,,,,,,,,,,,,,,,,,,,,,,,,,,
巳,the hours from 9 to 11; 6th terrestrial branch,"""sì""",⿻乚？,巳,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴,to desire;to wish for,"""bā""",⿻巳？,巳,,,,,,,,,,,,,,,,,,,,,,,,,,,
巵,measuring cup; wine flask,"""zhī""",⿸⿸厂一巴,巳,,,,,,,,,,,,,,,,,,,,,,,,,,,
巷,alley;lane,"""xiàng""",⿱共巳,巳,,,,,,,,,,,,,,,,,,,,,,,,,,,
巸,,"""yí""",⿰？巳,巳,,,,,,,,,,,,,,,,,,,,,,,,,,,
巹,nuptial wine cup,"""jǐn""",⿱丞己,己,,,,,,,,,,,,,,,,,,,,,,,,,,,
巽,mild;modest;obedient; southeast; 5th of the 8 trigrams,"""xùn""",⿱⿰巳巳共,巳,,,,,,,,,,,,,,,,,,,,,,,,,,,
巾,cloth;curtain;handkerchief;towel,"""jīn""",⿻冂丨,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
巿,to revolve;to turn;to make a circuit,"""fú""",⿻一巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帀,to rotate;to revolve;to make a circuit,"""zā""",⿱一巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
币,currency;coins;legal tender,"""bì""",⿻丿巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
市,city;town; market;fair; to trade,"""shì""",⿱亠巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
布,cotton;linen;textiles; to announce;to declare; to spread,"""bù""",⿸？巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帅,commander; commander-in-chief; handsome;smart,"""shuài""",⿰刂巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帆,boat; to sail,"""fān""",⿰巾凡,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
师,teacher;professional;master,"""shī""",⿰刂帀,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
希,rare; to hope for;to strive for; to expect,"""xī""",⿱乂布,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帏,a curtain that forms a wall,"""wéi""",⿰巾韦,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帐,tent;screen;mosquito net; debt;credit;account,"""zhàng""",⿰巾长,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帑,treasury; public funds,"""tǎng""",⿱奴巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帔,cape;robe;skirt,"""pèi""",⿰巾皮,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帕,scarf;turban;veil;wrap,"""pà""",⿰巾白,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帖,card;invite;notice; to fit snugly,"""tiē""",⿰巾占,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帘,the flag-sign of a tavern,"""lián""",⿱穴巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帙,book jacket; satchel;bag,"""zhì""",⿰巾失,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帚,broom;broomstick,"""zhǒu""",⿱彐⿱冖巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帛,silk;fabric; wealth;property,"""bó""",⿱白巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帜,flag;pennant;sign; to fasten,"""zhì""",⿰巾只,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帝,supreme ruler;emperor; god,"""dì""",⿱立巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帥,commander; commander-in-chief; handsome;smart,"""shuài""",⿰⿱丿㠯巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
带,belt;strap; band;ribbon; area;zone; to carry;to raise;to wear,"""dài""",⿱卅⿱冖巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帧,picture;scroll; one of a pair,"""zhèng""",⿰巾贞,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
師,teacher;professional;master,"""shī""",⿰⿱丿㠯帀,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
席,seat;place; mat; banquet; to take a seat,"""xí""",⿸广⿱廿巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帮,to help;to assist; to support;to defend; party; gang,"""bāng""",⿱邦巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帱,to cover up; curtain,"""chóu""",⿰巾寿,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帳,tent;screen;mosquito net; debt;credit;account,"""zhàng""",⿰巾長,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帶,belt;strap; band;ribbon; area;zone; to carry;to raise;to wear,"""dài""",⿱卌⿱冖巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帷,curtain;screen;tent,"""wéi""",⿰巾隹,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
常,common;general;normal; always;frequently;regularly,"""cháng""",⿱尚巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帻,turban; conical cap,"""zé""",⿰巾责,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帼,women's headgear; mourning cap,"""guó""",⿰巾国,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
帽,hat;cap,"""mào""",⿰巾冒,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幀,picture;scroll; one of a pair,"""zhèng""",⿰巾貞,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幂,cover-cloth; exponent;power,"""mì""",⿱冖⿱旲巾,冖,,,,,,,,,,,,,,,,,,,,,,,,,,,
幃,a curtain that forms a wall,"""wéi""",⿰巾韋,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幄,tent; mosquito net,"""wò""",⿰巾屋,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幅,piece;roll;strip; breadth;width; measure word for textiles,"""fú""",⿰巾畐,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幌,curtain;cloth screen;signboard,"""huǎng""",⿰巾晃,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幔,curtain;screen;tent,"""màn""",⿰巾曼,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幕,curtain;screen;tent; measure word for plays and shows,"""mù""",⿱莫巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幗,women's headgear; mourning cap,"""guó""",⿰巾國,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幛,a cloth or silken hanging scroll,"""zhàng""",⿰巾章,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幞,turban,"""fú""",⿰巾菐,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幟,flag;pennant;sign; to fasten,"""zhì""",⿰巾戠,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幡,pennant;banner;streamer;flag,"""fān""",⿰巾番,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幢,carriage curtain; sun screen; tent; measure word for buildings,"""chuáng""",⿰巾童,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幣,currency;coins;legal tender,"""bì""",⿱敝巾,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幫,to help;to assist; to support;to defend; party; gang,"""bāng""",⿱封帛,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
幬,to cover up; curtain,"""chóu""",⿰巾壽,巾,,,,,,,,,,,,,,,,,,,,,,,,,,,
干,arid;dry; to oppose; to offend; to invade,"""gàn""",⿱一十,十,,,,,,,,,,,,,,,,,,,,,,,,,,,
平,flat;level;even; peaceful,"""píng""",⿻干丷,广,,,,,,,,,,,,,,,,,,,,,,,,,,,
年,year; anniversary; a person's age,"""nián""",⿻干？,干,,,,,,,,,,,,,,,,,,,,,,,,,,,
并,to combine;to annex; also;what's more,"""bìng""",⿱丷开,干,,,,,,,,,,,,,,,,,,,,,,,,,,,
幸,favor;fortune;luck; surname,"""xìng""",⿱土⿱丷干,干,,,,,,,,,,,,,,,,,,,,,,,,,,,
幹,arid;dry; to oppose; to offend; to invade,"""gàn""",⿰龺⿱人干,干,,,,,,,,,,,,,,,,,,,,,,,,,,,
幺,one; tiny;small,"""yāo""",？,幺,,,,,,,,,,,,,,,,,,,,,,,,,,,
幻,fantasy;illusion;mirage; imaginary,"""huàn""",⿰幺？,幺,,,,,,,,,,,,,,,,,,,,,,,,,,,
